hospital,lat,long,year,hour,patients,wait_time,department,doctor_name,available,leave_status,floor,room,beds_available
Green Valley Hospital,28.7,77.3,2023,22,42,19,Cardiology,Dr Wright,Yes,No,3,312,5
Green Valley Hospital,28.7,77.3,2024,13,86,48,Dental,Dr Singh,Yes,No,1,133,2
City Hospital,28.61,77.2,2022,9,27,14,X-ray,Dr Ray,Yes,No,4,422,6
Green Valley Hospital,28.7,77.3,2022,12,74,41,Dental,Dr Ali,Yes,No,1,136,2
City Hospital,28.61,77.2,2023,5,4,32,Orthopedic,Dr Patel,No,Yes,2,279,8
Green Valley Hospital,28.7,77.3,2022,13,73,50,Cardiology,Dr Gupta,Yes,No,3,332,4
City Hospital,28.61,77.2,2022,9,45,31,Orthopedic,Dr Reddy,Yes,No,2,267,5
Green Valley Hospital,28.7,77.3,2023,5,0,0,Dental,Dr Ali,Yes,No,1,110,10
Green Valley Hospital,28.7,77.3,2024,3,11,9,X-ray,Dr Ray,Yes,No,4,485,9
City Hospital,28.61,77.2,2022,14,89,64,Cardiology,Dr Lee,Yes,No,3,368,0
Metro Hospital,28.65,77.25,2023,15,95,53,Emergency,Dr Allen,Yes,No,0,62,3
Metro Hospital,28.65,77.25,2022,13,94,43,Dental,Dr Ali,Yes,No,1,142,1
Metro Hospital,28.65,77.25,2022,12,136,86,Emergency,Dr Smith,Yes,No,0,66,0
Metro Hospital,28.65,77.25,2022,9,29,22,Cardiology,Dr Lee,Yes,No,3,320,6
Green Valley Hospital,28.7,77.3,2024,18,146,86,Emergency,Dr Khan,Yes,No,0,50,0
Metro Hospital,28.65,77.25,2024,11,58,43,X-ray,Dr Das,Yes,No,4,418,4
Metro Hospital,28.65,77.25,2022,4,1,4,Dental,Dr Singh,Yes,No,1,193,9
Metro Hospital,28.65,77.25,2024,12,64,37,X-ray,Dr Das,Yes,No,4,443,3
City Hospital,28.61,77.2,2022,21,71,52,X-ray,Dr Das,Yes,No,4,485,3
Green Valley Hospital,28.7,77.3,2024,2,40,24,Emergency,Dr Khan,Yes,No,0,77,3
Metro Hospital,28.65,77.25,2023,21,63,36,X-ray,Dr Ray,Yes,No,4,497,5
Metro Hospital,28.65,77.25,2023,9,50,27,Cardiology,Dr Kim,Yes,No,3,335,4
Green Valley Hospital,28.7,77.3,2022,1,8,7,Orthopedic,Dr Verma,Yes,No,2,287,6
Metro Hospital,28.65,77.25,2023,1,6,4,Orthopedic,Dr Patel,Yes,No,2,227,5
Green Valley Hospital,28.7,77.3,2023,6,3,4,Dental,Dr Singh,Yes,No,1,189,7
Metro Hospital,28.65,77.25,2022,22,1,4,Dental,Dr Ali,Yes,No,1,160,5
Metro Hospital,28.65,77.25,2024,3,41,30,Emergency,Dr Smith,Yes,No,0,32,6
City Hospital,28.61,77.2,2024,21,1,26,Dental,Dr Singh,No,Yes,1,157,7
City Hospital,28.61,77.2,2023,11,67,35,Orthopedic,Dr Verma,Yes,No,2,257,2
Green Valley Hospital,28.7,77.3,2023,11,48,63,X-ray,Dr Das,No,Yes,4,479,4
Green Valley Hospital,28.7,77.3,2024,15,39,20,Cardiology,Dr Lee,Yes,No,3,364,5
Green Valley Hospital,28.7,77.3,2022,6,2,3,Cardiology,Dr Lee,Yes,No,3,317,8
City Hospital,28.61,77.2,2022,5,16,13,X-ray,Dr Das,Yes,No,4,434,6
City Hospital,28.61,77.2,2024,0,1,1,Dental,Dr Wong,Yes,No,1,111,9
Green Valley Hospital,28.7,77.3,2022,18,77,52,Dental,Dr Singh,Yes,No,1,115,4
Green Valley Hospital,28.7,77.3,2023,12,66,49,Cardiology,Dr Wright,Yes,No,3,343,3
City Hospital,28.61,77.2,2023,18,77,34,Cardiology,Dr Gupta,Yes,No,3,399,2
City Hospital,28.61,77.2,2024,17,31,15,X-ray,Dr Das,Yes,No,4,425,6
Metro Hospital,28.65,77.25,2023,2,9,10,X-ray,Dr Das,Yes,No,4,423,6
City Hospital,28.61,77.2,2023,17,50,24,Orthopedic,Dr Reddy,Yes,No,2,220,4
City Hospital,28.61,77.2,2023,20,74,75,Cardiology,Dr Kim,No,Yes,3,382,3
City Hospital,28.61,77.2,2024,1,16,12,X-ray,Dr Das,Yes,No,4,414,6
Green Valley Hospital,28.7,77.3,2022,15,85,56,Emergency,Dr Khan,Yes,No,0,93,2
City Hospital,28.61,77.2,2023,5,14,10,X-ray,Dr Ray,Yes,No,4,454,6
City Hospital,28.61,77.2,2023,4,13,42,X-ray,Dr Ray,No,Yes,4,423,6
Green Valley Hospital,28.7,77.3,2023,8,37,26,Cardiology,Dr Lee,Yes,No,3,389,5
City Hospital,28.61,77.2,2024,15,89,57,Emergency,Dr Allen,Yes,No,0,84,2
Green Valley Hospital,28.7,77.3,2024,8,34,22,Dental,Dr Wong,Yes,No,1,140,6
Green Valley Hospital,28.7,77.3,2024,4,34,49,Emergency,Dr Smith,No,Yes,0,20,6
Metro Hospital,28.65,77.25,2024,4,3,6,Dental,Dr Wong,Yes,No,1,190,7
City Hospital,28.61,77.2,2022,23,3,4,Dental,Dr Wong,Yes,No,1,173,9
City Hospital,28.61,77.2,2022,15,34,20,Cardiology,Dr Kim,Yes,No,3,369,7
Metro Hospital,28.65,77.25,2023,5,8,10,Cardiology,Dr Lee,Yes,No,3,351,9
Green Valley Hospital,28.7,77.3,2022,13,80,41,Dental,Dr Ali,Yes,No,1,126,3
Metro Hospital,28.65,77.25,2024,7,2,23,Dental,Dr Singh,No,Yes,1,147,6
Metro Hospital,28.65,77.25,2023,6,1,5,Dental,Dr Wong,Yes,No,1,118,9
Metro Hospital,28.65,77.25,2023,3,2,5,Dental,Dr Wong,Yes,No,1,136,6
Green Valley Hospital,28.7,77.3,2024,17,40,28,X-ray,Dr Ray,Yes,No,4,411,6
Green Valley Hospital,28.7,77.3,2023,12,85,45,Orthopedic,Dr Patel,Yes,No,2,241,1
City Hospital,28.61,77.2,2023,2,3,3,Dental,Dr Singh,Yes,No,1,199,10
City Hospital,28.61,77.2,2023,4,1,3,Dental,Dr Ali,Yes,No,1,183,5
Green Valley Hospital,28.7,77.3,2024,5,2,2,Dental,Dr Wong,Yes,No,1,135,10
Metro Hospital,28.65,77.25,2022,6,11,10,Orthopedic,Dr Patel,Yes,No,2,213,5
Green Valley Hospital,28.7,77.3,2022,1,10,6,Orthopedic,Dr Patel,Yes,No,2,224,6
Green Valley Hospital,28.7,77.3,2024,14,72,46,Dental,Dr Ali,Yes,No,1,185,2
Metro Hospital,28.65,77.25,2023,21,73,48,Cardiology,Dr Gupta,Yes,No,3,363,3
Green Valley Hospital,28.7,77.3,2023,0,1,41,Dental,Dr Wong,No,Yes,1,142,10
Green Valley Hospital,28.7,77.3,2022,19,102,75,Dental,Dr Ali,Yes,No,1,151,0
Green Valley Hospital,28.7,77.3,2024,21,94,52,Cardiology,Dr Gupta,Yes,No,3,381,1
City Hospital,28.61,77.2,2024,23,31,14,Orthopedic,Dr Verma,Yes,No,2,295,6
Green Valley Hospital,28.7,77.3,2022,21,144,89,Emergency,Dr Allen,Yes,No,0,26,0
City Hospital,28.61,77.2,2022,17,52,32,Dental,Dr Ali,Yes,No,1,178,4
City Hospital,28.61,77.2,2022,12,69,40,Cardiology,Dr Gupta,Yes,No,3,383,3
Metro Hospital,28.65,77.25,2023,22,40,19,Cardiology,Dr Wright,Yes,No,3,368,6
Metro Hospital,28.65,77.25,2022,18,49,30,X-ray,Dr Ray,Yes,No,4,488,4
City Hospital,28.61,77.2,2022,23,47,57,X-ray,Dr Das,No,Yes,4,468,6
Metro Hospital,28.65,77.25,2023,6,39,30,Emergency,Dr Khan,Yes,No,0,99,5
Metro Hospital,28.65,77.25,2023,23,54,39,Orthopedic,Dr Patel,Yes,No,2,295,4
City Hospital,28.61,77.2,2024,5,2,4,Dental,Dr Wong,Yes,No,1,184,9
City Hospital,28.61,77.2,2023,16,40,30,Orthopedic,Dr Verma,Yes,No,2,238,4
City Hospital,28.61,77.2,2024,23,2,2,Dental,Dr Singh,Yes,No,1,161,6
City Hospital,28.61,77.2,2022,9,49,37,Dental,Dr Ali,Yes,No,1,188,6
Metro Hospital,28.65,77.25,2024,9,37,20,X-ray,Dr Ray,Yes,No,4,499,5
City Hospital,28.61,77.2,2022,16,29,59,X-ray,Dr Ray,No,Yes,4,491,7
Green Valley Hospital,28.7,77.3,2023,14,53,39,X-ray,Dr Das,Yes,No,4,466,2
Metro Hospital,28.65,77.25,2022,7,52,59,Orthopedic,Dr Sharma,No,Yes,2,215,3
City Hospital,28.61,77.2,2024,14,43,32,X-ray,Dr Ray,Yes,No,4,441,4
Metro Hospital,28.65,77.25,2024,20,79,39,Orthopedic,Dr Patel,Yes,No,2,285,2
Green Valley Hospital,28.7,77.3,2023,4,11,7,X-ray,Dr Das,Yes,No,4,476,9
Metro Hospital,28.65,77.25,2022,10,171,97,Emergency,Dr Smith,Yes,No,0,83,0
City Hospital,28.61,77.2,2022,19,93,68,Dental,Dr Wong,Yes,No,1,183,0
Green Valley Hospital,28.7,77.3,2022,6,8,8,Cardiology,Dr Kim,Yes,No,3,382,10
City Hospital,28.61,77.2,2023,8,41,24,Cardiology,Dr Lee,Yes,No,3,319,6
Metro Hospital,28.65,77.25,2022,21,53,26,X-ray,Dr Ray,Yes,No,4,428,6
Metro Hospital,28.65,77.25,2023,22,1,1,Dental,Dr Ali,Yes,No,1,110,7
Green Valley Hospital,28.7,77.3,2023,6,2,2,Orthopedic,Dr Sharma,Yes,No,2,297,9
Green Valley Hospital,28.7,77.3,2024,20,74,42,Cardiology,Dr Kim,Yes,No,3,363,2
City Hospital,28.61,77.2,2024,6,1,5,Dental,Dr Singh,Yes,No,1,174,9
Metro Hospital,28.65,77.25,2022,8,52,40,Orthopedic,Dr Sharma,Yes,No,2,233,5
Green Valley Hospital,28.7,77.3,2024,16,98,71,Emergency,Dr Smith,Yes,No,0,28,2
City Hospital,28.61,77.2,2024,10,62,37,X-ray,Dr Ray,Yes,No,4,455,2
Metro Hospital,28.65,77.25,2024,21,0,0,Dental,Dr Singh,Yes,No,1,168,7
Metro Hospital,28.65,77.25,2024,14,90,65,Dental,Dr Wong,Yes,No,1,113,2
Green Valley Hospital,28.7,77.3,2022,20,84,39,Dental,Dr Singh,Yes,No,1,161,0
City Hospital,28.61,77.2,2023,9,35,51,Cardiology,Dr Gupta,No,Yes,3,335,6
Metro Hospital,28.65,77.25,2024,14,86,45,Dental,Dr Wong,Yes,No,1,119,2
Green Valley Hospital,28.7,77.3,2024,5,26,16,Emergency,Dr Smith,Yes,No,0,65,5
City Hospital,28.61,77.2,2023,6,10,6,Orthopedic,Dr Reddy,Yes,No,2,211,8
Green Valley Hospital,28.7,77.3,2024,0,34,21,X-ray,Dr Ray,Yes,No,4,425,6
City Hospital,28.61,77.2,2024,4,38,28,Emergency,Dr Doe,Yes,No,0,68,5
Green Valley Hospital,28.7,77.3,2022,22,48,34,Cardiology,Dr Gupta,Yes,No,3,382,5
Metro Hospital,28.65,77.25,2022,13,44,28,X-ray,Dr Das,Yes,No,4,454,6
Green Valley Hospital,28.7,77.3,2024,2,12,42,X-ray,Dr Ray,No,Yes,4,450,8
Green Valley Hospital,28.7,77.3,2024,11,76,48,Dental,Dr Ali,Yes,No,1,136,4
Green Valley Hospital,28.7,77.3,2024,17,72,37,Emergency,Dr Smith,Yes,No,0,91,3
City Hospital,28.61,77.2,2023,13,54,35,X-ray,Dr Ray,Yes,No,4,478,5
City Hospital,28.61,77.2,2024,9,54,38,Orthopedic,Dr Reddy,Yes,No,2,296,6
Metro Hospital,28.65,77.25,2022,9,44,24,Dental,Dr Wong,Yes,No,1,194,5
City Hospital,28.61,77.2,2022,2,35,24,Emergency,Dr Allen,Yes,No,0,97,4
City Hospital,28.61,77.2,2023,21,1,5,Dental,Dr Singh,Yes,No,1,187,8
Metro Hospital,28.65,77.25,2022,16,37,27,Orthopedic,Dr Verma,Yes,No,2,259,5
City Hospital,28.61,77.2,2024,7,31,23,X-ray,Dr Ray,Yes,No,4,416,5
Metro Hospital,28.65,77.25,2024,23,40,17,Orthopedic,Dr Verma,Yes,No,2,245,6
City Hospital,28.61,77.2,2023,20,77,68,Orthopedic,Dr Patel,No,Yes,2,247,2
City Hospital,28.61,77.2,2023,12,72,47,Dental,Dr Wong,Yes,No,1,148,3
City Hospital,28.61,77.2,2023,1,41,20,Emergency,Dr Allen,Yes,No,0,30,4
Metro Hospital,28.65,77.25,2022,6,8,40,Cardiology,Dr Kim,No,Yes,3,397,8
Metro Hospital,28.65,77.25,2022,22,33,19,Cardiology,Dr Wright,Yes,No,3,355,5
Green Valley Hospital,28.7,77.3,2023,21,94,77,Orthopedic,Dr Patel,No,Yes,2,270,1
City Hospital,28.61,77.2,2024,10,153,70,Emergency,Dr Doe,Yes,No,0,62,0
City Hospital,28.61,77.2,2024,11,65,30,Orthopedic,Dr Sharma,Yes,No,2,219,3
Green Valley Hospital,28.7,77.3,2024,23,33,55,Orthopedic,Dr Patel,No,Yes,2,222,7
Metro Hospital,28.65,77.25,2023,17,35,18,X-ray,Dr Das,Yes,No,4,444,5
City Hospital,28.61,77.2,2024,8,77,50,Emergency,Dr Khan,Yes,No,0,91,4
Metro Hospital,28.65,77.25,2023,3,7,9,Cardiology,Dr Lee,Yes,No,3,369,9
Green Valley Hospital,28.7,77.3,2022,23,3,6,Dental,Dr Wong,Yes,No,1,183,7
Metro Hospital,28.65,77.25,2022,15,37,54,Orthopedic,Dr Verma,No,Yes,2,219,5
Green Valley Hospital,28.7,77.3,2022,0,26,16,Orthopedic,Dr Verma,Yes,No,2,220,5
City Hospital,28.61,77.2,2022,0,46,27,Orthopedic,Dr Verma,Yes,No,2,298,4
Green Valley Hospital,28.7,77.3,2024,0,2,3,Dental,Dr Ali,Yes,No,1,133,8
Metro Hospital,28.65,77.25,2023,6,8,4,Orthopedic,Dr Sharma,Yes,No,2,231,7
Green Valley Hospital,28.7,77.3,2022,21,172,118,Emergency,Dr Khan,Yes,No,0,47,0
City Hospital,28.61,77.2,2022,14,61,33,Dental,Dr Singh,Yes,No,1,165,3
Metro Hospital,28.65,77.25,2022,0,2,3,Dental,Dr Singh,Yes,No,1,198,9
Metro Hospital,28.65,77.25,2024,22,25,42,Orthopedic,Dr Verma,No,Yes,2,254,8
Metro Hospital,28.65,77.25,2023,20,52,38,X-ray,Dr Das,Yes,No,4,473,3
City Hospital,28.61,77.2,2023,6,12,9,X-ray,Dr Das,Yes,No,4,489,10
City Hospital,28.61,77.2,2022,5,3,3,Orthopedic,Dr Sharma,Yes,No,2,268,7
Green Valley Hospital,28.7,77.3,2022,7,44,25,Orthopedic,Dr Reddy,Yes,No,2,277,5
Green Valley Hospital,28.7,77.3,2023,4,1,40,Dental,Dr Wong,No,Yes,1,129,10
Green Valley Hospital,28.7,77.3,2024,14,84,54,Orthopedic,Dr Patel,Yes,No,2,212,3
City Hospital,28.61,77.2,2023,3,15,13,X-ray,Dr Ray,Yes,No,4,494,8
Metro Hospital,28.65,77.25,2023,2,0,0,Dental,Dr Wong,Yes,No,1,166,9
City Hospital,28.61,77.2,2024,3,3,5,Orthopedic,Dr Verma,Yes,No,2,220,9
City Hospital,28.61,77.2,2023,7,88,52,Emergency,Dr Khan,Yes,No,0,17,2
Green Valley Hospital,28.7,77.3,2023,3,18,14,X-ray,Dr Ray,Yes,No,4,471,9
Green Valley Hospital,28.7,77.3,2023,2,1,2,Dental,Dr Singh,Yes,No,1,188,10
Metro Hospital,28.65,77.25,2024,20,98,70,Orthopedic,Dr Verma,Yes,No,2,266,0
City Hospital,28.61,77.2,2024,9,45,22,Cardiology,Dr Lee,Yes,No,3,325,4
City Hospital,28.61,77.2,2024,11,48,26,X-ray,Dr Das,Yes,No,4,458,6
Metro Hospital,28.65,77.25,2022,12,90,49,Dental,Dr Singh,Yes,No,1,165,0
Green Valley Hospital,28.7,77.3,2024,14,94,49,Orthopedic,Dr Verma,Yes,No,2,263,1
Green Valley Hospital,28.7,77.3,2023,11,143,71,Emergency,Dr Doe,Yes,No,0,94,0
Green Valley Hospital,28.7,77.3,2023,3,0,0,Dental,Dr Wong,No,Yes,1,193,7
Green Valley Hospital,28.7,77.3,2022,11,62,55,X-ray,Dr Ray,No,Yes,4,480,5
City Hospital,28.61,77.2,2022,21,80,59,Orthopedic,Dr Reddy,Yes,No,2,262,1
Metro Hospital,28.65,77.25,2024,23,47,30,Orthopedic,Dr Reddy,Yes,No,2,227,3
Green Valley Hospital,28.7,77.3,2023,19,57,29,X-ray,Dr Das,Yes,No,4,478,4
Metro Hospital,28.65,77.25,2024,2,7,5,X-ray,Dr Das,Yes,No,4,432,6
City Hospital,28.61,77.2,2024,2,29,18,Emergency,Dr Khan,Yes,No,0,96,5
City Hospital,28.61,77.2,2022,23,95,65,Emergency,Dr Allen,Yes,No,0,49,3
Metro Hospital,28.65,77.25,2024,14,61,25,X-ray,Dr Ray,Yes,No,4,452,3
Green Valley Hospital,28.7,77.3,2024,10,63,75,Dental,Dr Singh,No,Yes,1,185,2
Metro Hospital,28.65,77.25,2022,18,156,104,Emergency,Dr Doe,Yes,No,0,78,0
Metro Hospital,28.65,77.25,2023,5,15,9,X-ray,Dr Ray,Yes,No,4,465,9
Green Valley Hospital,28.7,77.3,2022,20,72,31,X-ray,Dr Ray,Yes,No,4,469,4
Green Valley Hospital,28.7,77.3,2023,16,93,48,Emergency,Dr Khan,Yes,No,0,44,1
City Hospital,28.61,77.2,2024,20,78,44,Orthopedic,Dr Verma,Yes,No,2,295,1
Green Valley Hospital,28.7,77.3,2022,12,58,43,X-ray,Dr Ray,Yes,No,4,498,2
City Hospital,28.61,77.2,2022,4,4,6,Cardiology,Dr Wright,Yes,No,3,367,8
City Hospital,28.61,77.2,2022,23,0,0,Dental,Dr Ali,Yes,No,1,179,7
Green Valley Hospital,28.7,77.3,2024,21,0,0,Dental,Dr Wong,Yes,No,1,131,5
City Hospital,28.61,77.2,2022,16,38,30,Orthopedic,Dr Verma,Yes,No,2,292,5
Green Valley Hospital,28.7,77.3,2023,0,40,26,X-ray,Dr Ray,Yes,No,4,455,3
City Hospital,28.61,77.2,2024,17,40,44,Cardiology,Dr Lee,No,Yes,3,349,5
Metro Hospital,28.65,77.25,2022,12,155,93,Emergency,Dr Allen,Yes,No,0,73,0
Metro Hospital,28.65,77.25,2023,17,88,61,Emergency,Dr Khan,Yes,No,0,95,1
City Hospital,28.61,77.2,2023,23,23,20,X-ray,Dr Das,Yes,No,4,466,6
Green Valley Hospital,28.7,77.3,2022,20,102,72,Cardiology,Dr Wright,Yes,No,3,384,1
Green Valley Hospital,28.7,77.3,2024,18,181,96,Emergency,Dr Smith,Yes,No,0,15,0
City Hospital,28.61,77.2,2024,21,87,75,Cardiology,Dr Wright,No,Yes,3,376,1
Green Valley Hospital,28.7,77.3,2023,1,1,4,Dental,Dr Singh,Yes,No,1,114,7
City Hospital,28.61,77.2,2024,9,30,13,Cardiology,Dr Kim,Yes,No,3,319,5
Metro Hospital,28.65,77.25,2023,0,0,0,Dental,Dr Wong,Yes,No,1,176,10
City Hospital,28.61,77.2,2023,7,37,18,Cardiology,Dr Lee,Yes,No,3,323,4
City Hospital,28.61,77.2,2023,21,3,33,Dental,Dr Wong,No,Yes,1,124,10
City Hospital,28.61,77.2,2024,1,0,0,Dental,Dr Ali,Yes,No,1,130,8
Metro Hospital,28.65,77.25,2023,15,24,14,X-ray,Dr Das,Yes,No,4,453,6
Green Valley Hospital,28.7,77.3,2023,15,72,39,Emergency,Dr Doe,Yes,No,0,11,2
Green Valley Hospital,28.7,77.3,2023,16,31,52,X-ray,Dr Ray,No,Yes,4,426,6
Metro Hospital,28.65,77.25,2024,16,30,15,Cardiology,Dr Wright,Yes,No,3,357,6
Green Valley Hospital,28.7,77.3,2022,19,72,32,X-ray,Dr Das,Yes,No,4,451,2
Green Valley Hospital,28.7,77.3,2024,3,2,2,Cardiology,Dr Wright,Yes,No,3,317,8
Green Valley Hospital,28.7,77.3,2023,21,3,6,Dental,Dr Singh,Yes,No,1,184,9
Metro Hospital,28.65,77.25,2023,9,22,17,X-ray,Dr Das,Yes,No,4,445,8
Metro Hospital,28.65,77.25,2023,14,62,71,Dental,Dr Wong,No,Yes,1,121,5
Metro Hospital,28.65,77.25,2022,15,46,19,Orthopedic,Dr Reddy,Yes,No,2,270,6
City Hospital,28.61,77.2,2023,8,81,43,Emergency,Dr Doe,Yes,No,0,14,3
Metro Hospital,28.65,77.25,2024,12,64,33,X-ray,Dr Das,Yes,No,4,449,5
Green Valley Hospital,28.7,77.3,2024,4,13,8,X-ray,Dr Ray,Yes,No,4,450,9
Green Valley Hospital,28.7,77.3,2023,16,51,22,Orthopedic,Dr Sharma,Yes,No,2,287,5
Metro Hospital,28.65,77.25,2023,4,15,10,X-ray,Dr Das,Yes,No,4,482,8
Metro Hospital,28.65,77.25,2023,21,87,63,Orthopedic,Dr Patel,Yes,No,2,272,2
Metro Hospital,28.65,77.25,2023,7,32,17,X-ray,Dr Ray,Yes,No,4,437,7
City Hospital,28.61,77.2,2023,6,21,12,Emergency,Dr Allen,Yes,No,0,38,6
City Hospital,28.61,77.2,2024,20,70,49,X-ray,Dr Ray,Yes,No,4,435,2
Green Valley Hospital,28.7,77.3,2024,1,9,44,X-ray,Dr Ray,No,Yes,4,490,10
Metro Hospital,28.65,77.25,2024,7,23,14,X-ray,Dr Ray,Yes,No,4,415,7
City Hospital,28.61,77.2,2023,13,94,39,Dental,Dr Singh,Yes,No,1,165,2
Metro Hospital,28.65,77.25,2024,23,29,43,Cardiology,Dr Wright,No,Yes,3,357,5
Green Valley Hospital,28.7,77.3,2024,13,60,45,Orthopedic,Dr Reddy,Yes,No,2,245,3
City Hospital,28.61,77.2,2024,5,11,6,Orthopedic,Dr Reddy,Yes,No,2,210,6
City Hospital,28.61,77.2,2022,5,1,4,Dental,Dr Ali,Yes,No,1,117,8
City Hospital,28.61,77.2,2023,10,78,38,Cardiology,Dr Kim,Yes,No,3,331,1
City Hospital,28.61,77.2,2024,21,65,41,X-ray,Dr Das,Yes,No,4,477,5
City Hospital,28.61,77.2,2022,21,92,62,Orthopedic,Dr Sharma,Yes,No,2,281,1
Metro Hospital,28.65,77.25,2023,9,40,26,X-ray,Dr Ray,Yes,No,4,499,7
Green Valley Hospital,28.7,77.3,2023,12,119,83,Emergency,Dr Khan,Yes,No,0,13,0
Green Valley Hospital,28.7,77.3,2022,1,11,12,Cardiology,Dr Wright,Yes,No,3,313,7
Metro Hospital,28.65,77.25,2023,11,51,28,X-ray,Dr Das,Yes,No,4,475,4
Green Valley Hospital,28.7,77.3,2024,7,105,70,Emergency,Dr Khan,Yes,No,0,48,0
Metro Hospital,28.65,77.25,2024,6,5,4,Cardiology,Dr Gupta,Yes,No,3,329,7
City Hospital,28.61,77.2,2024,5,10,5,Cardiology,Dr Gupta,Yes,No,3,386,7
City Hospital,28.61,77.2,2023,14,68,42,Dental,Dr Wong,Yes,No,1,167,2
City Hospital,28.61,77.2,2023,1,33,17,Emergency,Dr Doe,Yes,No,0,11,5
Metro Hospital,28.65,77.25,2022,12,110,65,Emergency,Dr Doe,Yes,No,0,30,0
Metro Hospital,28.65,77.25,2024,21,66,47,X-ray,Dr Das,Yes,No,4,430,2
City Hospital,28.61,77.2,2024,12,83,40,Cardiology,Dr Gupta,Yes,No,3,341,1
City Hospital,28.61,77.2,2022,6,4,7,Orthopedic,Dr Sharma,Yes,No,2,218,7
City Hospital,28.61,77.2,2023,1,10,10,Orthopedic,Dr Sharma,Yes,No,2,283,9
City Hospital,28.61,77.2,2023,10,56,54,X-ray,Dr Ray,No,Yes,4,478,3
Green Valley Hospital,28.7,77.3,2022,6,30,23,Emergency,Dr Smith,Yes,No,0,65,5
City Hospital,28.61,77.2,2022,22,0,0,Dental,Dr Singh,No,Yes,1,195,6
City Hospital,28.61,77.2,2022,15,47,25,Dental,Dr Ali,Yes,No,1,125,4
Metro Hospital,28.65,77.25,2024,12,67,38,Dental,Dr Wong,Yes,No,1,139,3
City Hospital,28.61,77.2,2023,0,30,14,Orthopedic,Dr Patel,Yes,No,2,283,5
Metro Hospital,28.65,77.25,2023,2,3,4,Dental,Dr Ali,Yes,No,1,155,7
City Hospital,28.61,77.2,2023,19,152,94,Emergency,Dr Doe,Yes,No,0,44,0
Metro Hospital,28.65,77.25,2024,10,152,101,Emergency,Dr Khan,No,Yes,0,57,0
Green Valley Hospital,28.7,77.3,2022,1,10,7,Orthopedic,Dr Reddy,Yes,No,2,298,8
City Hospital,28.61,77.2,2023,11,161,109,Emergency,Dr Doe,No,Yes,0,22,0
Green Valley Hospital,28.7,77.3,2024,6,6,5,Cardiology,Dr Gupta,Yes,No,3,339,10
City Hospital,28.61,77.2,2022,13,138,62,Emergency,Dr Doe,Yes,No,0,74,0
Green Valley Hospital,28.7,77.3,2023,15,46,34,Cardiology,Dr Wright,Yes,No,3,314,5
Metro Hospital,28.65,77.25,2024,5,22,42,Emergency,Dr Doe,No,Yes,0,44,5
Metro Hospital,28.65,77.25,2023,21,92,69,Orthopedic,Dr Sharma,Yes,No,2,240,0
City Hospital,28.61,77.2,2022,12,120,69,Emergency,Dr Smith,Yes,No,0,21,0
Green Valley Hospital,28.7,77.3,2024,23,31,18,X-ray,Dr Ray,Yes,No,4,490,5
Metro Hospital,28.65,77.25,2023,20,92,43,Dental,Dr Wong,Yes,No,1,180,2
Metro Hospital,28.65,77.25,2022,5,14,12,X-ray,Dr Ray,Yes,No,4,468,5
Green Valley Hospital,28.7,77.3,2023,10,76,49,Orthopedic,Dr Sharma,Yes,No,2,251,2
Metro Hospital,28.65,77.25,2024,9,74,41,Emergency,Dr Smith,Yes,No,0,25,3
City Hospital,28.61,77.2,2023,15,52,27,Orthopedic,Dr Patel,Yes,No,2,274,6
Metro Hospital,28.65,77.25,2022,21,71,42,X-ray,Dr Ray,Yes,No,4,453,3
Metro Hospital,28.65,77.25,2023,4,10,6,X-ray,Dr Ray,Yes,No,4,432,5
Green Valley Hospital,28.7,77.3,2022,12,67,39,X-ray,Dr Das,Yes,No,4,416,5
Green Valley Hospital,28.7,77.3,2022,1,2,2,Dental,Dr Ali,Yes,No,1,153,6
Green Valley Hospital,28.7,77.3,2022,0,95,54,Emergency,Dr Khan,Yes,No,0,24,3
Green Valley Hospital,28.7,77.3,2024,18,159,102,Emergency,Dr Allen,Yes,No,0,34,0
Metro Hospital,28.65,77.25,2023,13,160,77,Emergency,Dr Allen,Yes,No,0,56,0
City Hospital,28.61,77.2,2022,18,58,40,X-ray,Dr Ray,Yes,No,4,429,3
City Hospital,28.61,77.2,2022,23,30,20,Cardiology,Dr Lee,Yes,No,3,368,7
Green Valley Hospital,28.7,77.3,2022,14,88,54,Orthopedic,Dr Reddy,Yes,No,2,261,1
Green Valley Hospital,28.7,77.3,2023,15,57,33,Emergency,Dr Smith,Yes,No,0,77,4
Green Valley Hospital,28.7,77.3,2024,5,15,10,X-ray,Dr Das,Yes,No,4,476,8
Green Valley Hospital,28.7,77.3,2024,19,72,43,X-ray,Dr Ray,Yes,No,4,426,1
Green Valley Hospital,28.7,77.3,2024,4,3,6,Orthopedic,Dr Patel,Yes,No,2,218,9
Green Valley Hospital,28.7,77.3,2023,12,88,56,Dental,Dr Wong,Yes,No,1,164,3
Green Valley Hospital,28.7,77.3,2023,21,75,42,Orthopedic,Dr Sharma,Yes,No,2,289,1
Green Valley Hospital,28.7,77.3,2024,21,0,0,Dental,Dr Singh,Yes,No,1,149,8
Metro Hospital,28.65,77.25,2022,14,57,37,X-ray,Dr Ray,Yes,No,4,433,5
Metro Hospital,28.65,77.25,2022,11,53,71,X-ray,Dr Das,No,Yes,4,412,5
