hospital,lat,long,year,hour,patients,wait_time,department,doctor_name,available,leave_status,floor,room,beds_available
Metro Hospital,28.65,77.25,2023,10,93,98,Cardiology,Dr Gupta,No,Yes,3,397,0
Metro Hospital,28.65,77.25,2022,0,36,19,Orthopedic,Dr Reddy,Yes,No,2,283,5
Metro Hospital,28.65,77.25,2024,20,125,114,Emergency,Dr Doe,No,Yes,0,17,0
City Hospital,28.61,77.2,2024,9,29,22,Cardiology,Dr Gupta,Yes,No,3,357,6
Metro Hospital,28.65,77.25,2022,9,33,22,X-ray,Dr Ray,Yes,No,4,497,6
Metro Hospital,28.65,77.25,2022,1,15,12,X-ray,Dr Ray,Yes,No,4,428,6
City Hospital,28.61,77.2,2022,16,30,14,X-ray,Dr Ray,Yes,No,4,499,5
City Hospital,28.61,77.2,2023,9,54,64,Cardiology,Dr Lee,No,Yes,3,379,5
Metro Hospital,28.65,77.25,2022,19,173,137,Emergency,Dr Doe,No,Yes,0,92,0
Metro Hospital,28.65,77.25,2023,0,37,21,X-ray,Dr Ray,Yes,No,4,473,6
Metro Hospital,28.65,77.25,2022,20,178,77,Emergency,Dr Allen,Yes,No,0,65,0
City Hospital,28.61,77.2,2024,21,127,60,Emergency,Dr Khan,Yes,No,0,58,0
Metro Hospital,28.65,77.25,2024,6,4,3,Orthopedic,Dr Sharma,Yes,No,2,285,8
City Hospital,28.61,77.2,2023,20,94,78,Orthopedic,Dr Patel,No,Yes,2,295,2
Green Valley Hospital,28.7,77.3,2023,8,28,12,X-ray,Dr Das,Yes,No,4,420,6
City Hospital,28.61,77.2,2023,14,72,47,Dental,Dr Wong,Yes,No,1,140,3
Metro Hospital,28.65,77.25,2022,14,161,101,Emergency,Dr Khan,Yes,No,0,25,0
City Hospital,28.61,77.2,2023,6,8,7,Cardiology,Dr Wright,Yes,No,3,330,8
Green Valley Hospital,28.7,77.3,2022,22,68,41,Emergency,Dr Allen,Yes,No,0,46,2
City Hospital,28.61,77.2,2022,13,63,36,Cardiology,Dr Gupta,Yes,No,3,376,4
Green Valley Hospital,28.7,77.3,2022,1,14,11,X-ray,Dr Ray,Yes,No,4,445,7
Green Valley Hospital,28.7,77.3,2024,2,17,39,X-ray,Dr Das,No,Yes,4,490,7
Green Valley Hospital,28.7,77.3,2024,5,3,6,Dental,Dr Singh,Yes,No,1,142,10
City Hospital,28.61,77.2,2023,23,3,40,Dental,Dr Wong,No,Yes,1,186,9
City Hospital,28.61,77.2,2022,13,85,47,Orthopedic,Dr Patel,Yes,No,2,264,0
Green Valley Hospital,28.7,77.3,2024,19,166,101,Emergency,Dr Doe,Yes,No,0,40,0
Metro Hospital,28.65,77.25,2024,1,13,8,X-ray,Dr Das,Yes,No,4,411,9
Green Valley Hospital,28.7,77.3,2024,4,19,10,X-ray,Dr Das,Yes,No,4,458,6
Green Valley Hospital,28.7,77.3,2022,21,79,43,Orthopedic,Dr Verma,Yes,No,2,213,1
Green Valley Hospital,28.7,77.3,2024,16,46,31,Dental,Dr Ali,Yes,No,1,147,5
City Hospital,28.61,77.2,2022,15,46,31,Cardiology,Dr Wright,Yes,No,3,320,5
City Hospital,28.61,77.2,2023,11,92,42,Dental,Dr Ali,Yes,No,1,134,2
City Hospital,28.61,77.2,2024,18,98,67,Cardiology,Dr Lee,Yes,No,3,396,1
Green Valley Hospital,28.7,77.3,2024,11,69,39,Cardiology,Dr Wright,Yes,No,3,328,5
City Hospital,28.61,77.2,2024,17,42,59,Orthopedic,Dr Sharma,No,Yes,2,244,7
Metro Hospital,28.65,77.25,2022,10,75,81,Dental,Dr Ali,No,Yes,1,185,4
Metro Hospital,28.65,77.25,2022,6,29,16,Emergency,Dr Khan,Yes,No,0,65,4
Metro Hospital,28.65,77.25,2023,4,2,2,Dental,Dr Singh,Yes,No,1,169,5
City Hospital,28.61,77.2,2023,4,39,26,Emergency,Dr Doe,Yes,No,0,32,6
Green Valley Hospital,28.7,77.3,2022,12,69,38,Cardiology,Dr Wright,Yes,No,3,337,3
Metro Hospital,28.65,77.25,2022,15,41,23,Dental,Dr Ali,Yes,No,1,153,4
City Hospital,28.61,77.2,2023,4,11,10,X-ray,Dr Ray,Yes,No,4,450,7
City Hospital,28.61,77.2,2022,20,74,38,Cardiology,Dr Wright,Yes,No,3,366,3
Green Valley Hospital,28.7,77.3,2024,10,65,40,Dental,Dr Ali,Yes,No,1,197,3
Metro Hospital,28.65,77.25,2022,18,101,67,Dental,Dr Ali,Yes,No,1,133,1
Metro Hospital,28.65,77.25,2022,19,97,65,Dental,Dr Wong,Yes,No,1,186,1
Metro Hospital,28.65,77.25,2023,20,95,63,Cardiology,Dr Wright,Yes,No,3,315,2
Green Valley Hospital,28.7,77.3,2022,15,28,19,X-ray,Dr Das,Yes,No,4,451,6
Metro Hospital,28.65,77.25,2022,4,2,24,Cardiology,Dr Lee,No,Yes,3,333,7
Metro Hospital,28.65,77.25,2023,17,38,24,X-ray,Dr Das,Yes,No,4,431,5
Green Valley Hospital,28.7,77.3,2024,16,86,41,Emergency,Dr Allen,Yes,No,0,49,2
Metro Hospital,28.65,77.25,2022,18,77,35,Cardiology,Dr Wright,Yes,No,3,355,4
Green Valley Hospital,28.7,77.3,2022,13,65,38,Dental,Dr Singh,Yes,No,1,148,3
Metro Hospital,28.65,77.25,2022,18,82,43,Orthopedic,Dr Sharma,Yes,No,2,214,1
Metro Hospital,28.65,77.25,2022,4,47,33,Emergency,Dr Khan,Yes,No,0,56,4
Metro Hospital,28.65,77.25,2023,6,3,4,Cardiology,Dr Lee,Yes,No,3,397,7
Green Valley Hospital,28.7,77.3,2023,19,96,82,Orthopedic,Dr Patel,No,Yes,2,240,2
Green Valley Hospital,28.7,77.3,2023,18,171,122,Emergency,Dr Khan,Yes,No,0,17,0
Metro Hospital,28.65,77.25,2023,19,79,44,Cardiology,Dr Wright,Yes,No,3,377,3
Metro Hospital,28.65,77.25,2022,23,38,24,X-ray,Dr Ray,Yes,No,4,492,7
City Hospital,28.61,77.2,2022,23,2,25,Dental,Dr Singh,No,Yes,1,149,7
City Hospital,28.61,77.2,2023,2,3,6,Dental,Dr Wong,Yes,No,1,136,6
Metro Hospital,28.65,77.25,2023,6,2,6,Orthopedic,Dr Verma,Yes,No,2,213,7
City Hospital,28.61,77.2,2024,8,26,15,Dental,Dr Wong,Yes,No,1,174,6
Green Valley Hospital,28.7,77.3,2022,16,44,27,Dental,Dr Ali,Yes,No,1,136,3
Green Valley Hospital,28.7,77.3,2023,9,82,48,Emergency,Dr Allen,Yes,No,0,26,3
Green Valley Hospital,28.7,77.3,2022,9,74,48,Emergency,Dr Doe,Yes,No,0,90,4
City Hospital,28.61,77.2,2023,18,57,30,X-ray,Dr Ray,Yes,No,4,417,4
Metro Hospital,28.65,77.25,2024,19,56,38,X-ray,Dr Das,Yes,No,4,462,3
Metro Hospital,28.65,77.25,2024,13,79,54,Dental,Dr Ali,Yes,No,1,148,3
Green Valley Hospital,28.7,77.3,2023,12,76,56,Orthopedic,Dr Sharma,Yes,No,2,278,3
City Hospital,28.61,77.2,2023,14,56,33,X-ray,Dr Ray,Yes,No,4,415,3
Metro Hospital,28.65,77.25,2024,0,3,4,Dental,Dr Wong,Yes,No,1,147,9
Metro Hospital,28.65,77.25,2022,10,72,53,Dental,Dr Wong,Yes,No,1,179,1
Green Valley Hospital,28.7,77.3,2023,14,67,38,Dental,Dr Ali,Yes,No,1,122,1
Metro Hospital,28.65,77.25,2022,18,71,32,Orthopedic,Dr Sharma,Yes,No,2,231,3
Metro Hospital,28.65,77.25,2024,2,2,38,Dental,Dr Wong,No,Yes,1,197,6
City Hospital,28.61,77.2,2024,1,4,6,Orthopedic,Dr Verma,Yes,No,2,295,8
Metro Hospital,28.65,77.25,2023,7,101,67,Emergency,Dr Allen,Yes,No,0,69,0
Green Valley Hospital,28.7,77.3,2023,1,45,27,Emergency,Dr Khan,Yes,No,0,87,3
City Hospital,28.61,77.2,2024,10,81,39,Orthopedic,Dr Verma,Yes,No,2,286,2
Green Valley Hospital,28.7,77.3,2023,21,89,40,Cardiology,Dr Lee,Yes,No,3,321,3
Metro Hospital,28.65,77.25,2024,22,25,21,Cardiology,Dr Kim,Yes,No,3,345,5
Green Valley Hospital,28.7,77.3,2023,4,3,44,Cardiology,Dr Kim,No,Yes,3,364,7
City Hospital,28.61,77.2,2022,2,42,24,Emergency,Dr Doe,Yes,No,0,63,6
City Hospital,28.61,77.2,2023,15,29,16,Orthopedic,Dr Patel,Yes,No,2,281,9
Green Valley Hospital,28.7,77.3,2022,3,14,10,X-ray,Dr Ray,Yes,No,4,439,9
Metro Hospital,28.65,77.25,2022,3,37,21,Emergency,Dr Khan,Yes,No,0,91,3
Green Valley Hospital,28.7,77.3,2024,1,40,22,Emergency,Dr Khan,Yes,No,0,78,6
Green Valley Hospital,28.7,77.3,2022,11,66,47,Dental,Dr Ali,Yes,No,1,159,4
City Hospital,28.61,77.2,2022,14,92,40,Orthopedic,Dr Sharma,Yes,No,2,250,1
City Hospital,28.61,77.2,2023,21,96,76,Orthopedic,Dr Patel,No,Yes,2,246,0
Green Valley Hospital,28.7,77.3,2023,4,33,16,Emergency,Dr Doe,Yes,No,0,52,2
Metro Hospital,28.65,77.25,2022,21,82,84,Orthopedic,Dr Verma,No,Yes,2,281,3
City Hospital,28.61,77.2,2023,14,52,30,X-ray,Dr Ray,Yes,No,4,446,5
Metro Hospital,28.65,77.25,2023,2,1,2,Dental,Dr Wong,Yes,No,1,176,6
City Hospital,28.61,77.2,2024,16,38,20,X-ray,Dr Ray,Yes,No,4,457,5
City Hospital,28.61,77.2,2023,16,54,75,Orthopedic,Dr Reddy,No,Yes,2,252,6
City Hospital,28.61,77.2,2022,18,72,33,Dental,Dr Ali,Yes,No,1,133,1
City Hospital,28.61,77.2,2022,14,72,34,Dental,Dr Wong,Yes,No,1,172,2
City Hospital,28.61,77.2,2024,6,39,27,Emergency,Dr Smith,Yes,No,0,46,4
Metro Hospital,28.65,77.25,2022,3,3,2,Dental,Dr Wong,Yes,No,1,152,5
City Hospital,28.61,77.2,2024,10,65,31,Orthopedic,Dr Sharma,Yes,No,2,270,5
Metro Hospital,28.65,77.25,2022,1,8,28,Orthopedic,Dr Verma,No,Yes,2,229,7
Green Valley Hospital,28.7,77.3,2024,3,4,6,Cardiology,Dr Kim,Yes,No,3,333,6
Metro Hospital,28.65,77.25,2022,6,1,4,Dental,Dr Wong,Yes,No,1,190,8
City Hospital,28.61,77.2,2023,20,157,78,Emergency,Dr Khan,Yes,No,0,81,0
Metro Hospital,28.65,77.25,2024,14,55,32,X-ray,Dr Das,Yes,No,4,468,6
Green Valley Hospital,28.7,77.3,2024,6,5,5,Orthopedic,Dr Patel,Yes,No,2,270,5
Metro Hospital,28.65,77.25,2024,14,72,34,Orthopedic,Dr Verma,Yes,No,2,250,3
Green Valley Hospital,28.7,77.3,2023,12,67,41,Dental,Dr Wong,Yes,No,1,119,2
City Hospital,28.61,77.2,2022,22,31,24,X-ray,Dr Das,Yes,No,4,474,7
Green Valley Hospital,28.7,77.3,2024,20,61,28,X-ray,Dr Das,Yes,No,4,482,4
City Hospital,28.61,77.2,2024,9,38,28,Cardiology,Dr Wright,Yes,No,3,371,3
Green Valley Hospital,28.7,77.3,2022,18,87,39,Cardiology,Dr Lee,Yes,No,3,318,1
City Hospital,28.61,77.2,2022,20,96,90,Dental,Dr Wong,No,Yes,1,180,1
Metro Hospital,28.65,77.25,2023,17,40,28,Orthopedic,Dr Sharma,Yes,No,2,294,5
City Hospital,28.61,77.2,2022,16,39,29,Dental,Dr Singh,Yes,No,1,183,5
City Hospital,28.61,77.2,2024,11,66,48,Dental,Dr Wong,Yes,No,1,123,5
City Hospital,28.61,77.2,2024,13,60,64,Dental,Dr Wong,No,Yes,1,182,3
City Hospital,28.61,77.2,2024,5,2,25,Dental,Dr Singh,No,Yes,1,163,6
Metro Hospital,28.65,77.25,2024,16,42,29,Dental,Dr Wong,Yes,No,1,152,6
Metro Hospital,28.65,77.25,2024,19,86,47,Dental,Dr Wong,Yes,No,1,126,3
City Hospital,28.61,77.2,2024,5,11,9,Orthopedic,Dr Reddy,Yes,No,2,268,8
Green Valley Hospital,28.7,77.3,2024,23,74,56,Emergency,Dr Allen,Yes,No,0,10,3
Green Valley Hospital,28.7,77.3,2024,11,63,46,Dental,Dr Wong,Yes,No,1,132,3
Green Valley Hospital,28.7,77.3,2022,6,10,6,X-ray,Dr Ray,Yes,No,4,497,7
City Hospital,28.61,77.2,2023,0,93,40,Emergency,Dr Allen,Yes,No,0,88,3
Metro Hospital,28.65,77.25,2022,12,57,35,X-ray,Dr Das,Yes,No,4,494,3
Metro Hospital,28.65,77.25,2023,4,13,7,X-ray,Dr Ray,Yes,No,4,487,6
Metro Hospital,28.65,77.25,2023,23,41,27,X-ray,Dr Das,Yes,No,4,492,5
Green Valley Hospital,28.7,77.3,2024,8,29,19,Dental,Dr Wong,Yes,No,1,163,5
City Hospital,28.61,77.2,2024,17,36,27,X-ray,Dr Das,Yes,No,4,498,7
City Hospital,28.61,77.2,2024,0,39,30,X-ray,Dr Ray,Yes,No,4,447,6
Green Valley Hospital,28.7,77.3,2022,17,31,16,Orthopedic,Dr Sharma,Yes,No,2,262,6
Metro Hospital,28.65,77.25,2022,13,145,89,Emergency,Dr Smith,Yes,No,0,64,0
Metro Hospital,28.65,77.25,2022,2,19,56,Emergency,Dr Khan,No,Yes,0,17,5
Green Valley Hospital,28.7,77.3,2023,16,31,52,X-ray,Dr Das,No,Yes,4,446,4
City Hospital,28.61,77.2,2024,10,63,27,Dental,Dr Ali,Yes,No,1,196,4
Metro Hospital,28.65,77.25,2022,22,3,5,Dental,Dr Wong,Yes,No,1,137,8
Green Valley Hospital,28.7,77.3,2024,17,36,23,X-ray,Dr Ray,Yes,No,4,452,7
City Hospital,28.61,77.2,2023,0,24,16,X-ray,Dr Das,Yes,No,4,496,7
Green Valley Hospital,28.7,77.3,2024,5,16,11,X-ray,Dr Ray,Yes,No,4,497,8
Green Valley Hospital,28.7,77.3,2023,20,143,93,Emergency,Dr Khan,Yes,No,0,39,0
City Hospital,28.61,77.2,2024,16,32,18,X-ray,Dr Ray,Yes,No,4,433,5
Metro Hospital,28.65,77.25,2022,6,5,8,Orthopedic,Dr Patel,Yes,No,2,253,8
Green Valley Hospital,28.7,77.3,2022,11,71,36,Orthopedic,Dr Patel,Yes,No,2,278,2
Green Valley Hospital,28.7,77.3,2022,8,44,32,Cardiology,Dr Gupta,Yes,No,3,374,4
Metro Hospital,28.65,77.25,2022,17,26,19,Orthopedic,Dr Sharma,Yes,No,2,291,4
Green Valley Hospital,28.7,77.3,2024,23,26,16,Cardiology,Dr Kim,Yes,No,3,351,8
Metro Hospital,28.65,77.25,2023,20,183,116,Emergency,Dr Allen,Yes,No,0,87,0
City Hospital,28.61,77.2,2022,4,1,5,Dental,Dr Ali,Yes,No,1,178,7
City Hospital,28.61,77.2,2023,5,5,7,Cardiology,Dr Gupta,Yes,No,3,391,7
City Hospital,28.61,77.2,2023,6,5,4,Orthopedic,Dr Sharma,Yes,No,2,273,7
Metro Hospital,28.65,77.25,2024,2,5,38,Cardiology,Dr Wright,No,Yes,3,399,6
City Hospital,28.61,77.2,2022,9,70,46,Emergency,Dr Khan,Yes,No,0,86,3
Metro Hospital,28.65,77.25,2024,14,90,62,Orthopedic,Dr Patel,Yes,No,2,215,1
Green Valley Hospital,28.7,77.3,2024,4,9,6,Orthopedic,Dr Patel,Yes,No,2,226,10
Metro Hospital,28.65,77.25,2024,16,82,42,Emergency,Dr Smith,Yes,No,0,35,4
Green Valley Hospital,28.7,77.3,2023,15,44,30,Orthopedic,Dr Patel,Yes,No,2,247,3
City Hospital,28.61,77.2,2023,15,32,14,Dental,Dr Wong,Yes,No,1,135,5
Metro Hospital,28.65,77.25,2023,0,29,55,Orthopedic,Dr Verma,No,Yes,2,280,7
City Hospital,28.61,77.2,2022,0,0,0,Dental,Dr Wong,Yes,No,1,178,6
Green Valley Hospital,28.7,77.3,2022,3,26,18,Emergency,Dr Smith,Yes,No,0,19,5
Green Valley Hospital,28.7,77.3,2022,14,81,80,Orthopedic,Dr Patel,No,Yes,2,213,1
City Hospital,28.61,77.2,2022,12,68,48,X-ray,Dr Ray,Yes,No,4,469,4
Metro Hospital,28.65,77.25,2024,0,34,22,X-ray,Dr Das,Yes,No,4,466,3
Metro Hospital,28.65,77.25,2023,22,77,37,Emergency,Dr Smith,Yes,No,0,24,3
Metro Hospital,28.65,77.25,2022,23,0,0,Dental,Dr Ali,Yes,No,1,157,6
Green Valley Hospital,28.7,77.3,2023,4,8,6,Cardiology,Dr Wright,Yes,No,3,319,9
Metro Hospital,28.65,77.25,2024,20,173,112,Emergency,Dr Smith,Yes,No,0,38,0
City Hospital,28.61,77.2,2023,23,0,0,Dental,Dr Singh,Yes,No,1,186,6
Metro Hospital,28.65,77.25,2024,10,65,46,Cardiology,Dr Kim,Yes,No,3,395,4
Metro Hospital,28.65,77.25,2023,22,26,17,Orthopedic,Dr Patel,Yes,No,2,299,9
Green Valley Hospital,28.7,77.3,2022,21,100,55,Orthopedic,Dr Reddy,Yes,No,2,266,0
Metro Hospital,28.65,77.25,2023,16,72,43,Emergency,Dr Doe,Yes,No,0,45,3
Metro Hospital,28.65,77.25,2023,0,49,35,Orthopedic,Dr Sharma,Yes,No,2,271,6
Green Valley Hospital,28.7,77.3,2024,23,71,53,Emergency,Dr Allen,Yes,No,0,95,1
Metro Hospital,28.65,77.25,2023,10,67,42,Cardiology,Dr Wright,Yes,No,3,322,4
City Hospital,28.61,77.2,2022,17,35,20,X-ray,Dr Das,Yes,No,4,447,6
Metro Hospital,28.65,77.25,2024,1,7,40,Orthopedic,Dr Verma,No,Yes,2,229,7
City Hospital,28.61,77.2,2024,12,62,62,Cardiology,Dr Kim,No,Yes,3,369,5
Metro Hospital,28.65,77.25,2022,4,39,17,Emergency,Dr Khan,Yes,No,0,68,5
Metro Hospital,28.65,77.25,2022,9,38,31,X-ray,Dr Das,Yes,No,4,453,6
Metro Hospital,28.65,77.25,2023,16,34,23,Orthopedic,Dr Patel,Yes,No,2,270,6
Green Valley Hospital,28.7,77.3,2024,1,10,11,Orthopedic,Dr Reddy,Yes,No,2,296,9
City Hospital,28.61,77.2,2022,2,13,8,X-ray,Dr Das,Yes,No,4,457,7
City Hospital,28.61,77.2,2022,7,27,17,X-ray,Dr Das,Yes,No,4,468,7
City Hospital,28.61,77.2,2022,8,44,65,Orthopedic,Dr Patel,No,Yes,2,290,6
Metro Hospital,28.65,77.25,2024,15,26,15,Cardiology,Dr Gupta,Yes,No,3,393,7
Metro Hospital,28.65,77.25,2023,19,73,36,Cardiology,Dr Wright,Yes,No,3,358,3
City Hospital,28.61,77.2,2024,0,63,74,Emergency,Dr Doe,No,Yes,0,76,3
City Hospital,28.61,77.2,2024,10,64,40,Orthopedic,Dr Sharma,Yes,No,2,260,3
Green Valley Hospital,28.7,77.3,2022,22,49,52,Orthopedic,Dr Sharma,No,Yes,2,295,6
Metro Hospital,28.65,77.25,2023,5,8,7,Orthopedic,Dr Patel,Yes,No,2,246,6
City Hospital,28.61,77.2,2024,11,70,53,Dental,Dr Ali,Yes,No,1,131,3
Green Valley Hospital,28.7,77.3,2024,3,11,10,X-ray,Dr Das,Yes,No,4,466,8
City Hospital,28.61,77.2,2022,12,86,60,Cardiology,Dr Gupta,Yes,No,3,363,2
Green Valley Hospital,28.7,77.3,2024,1,3,2,Orthopedic,Dr Reddy,Yes,No,2,292,10
Green Valley Hospital,28.7,77.3,2023,0,29,17,Cardiology,Dr Wright,Yes,No,3,361,5
Green Valley Hospital,28.7,77.3,2022,8,30,17,X-ray,Dr Ray,Yes,No,4,422,6
Metro Hospital,28.65,77.25,2024,21,76,50,Orthopedic,Dr Sharma,Yes,No,2,259,3
Metro Hospital,28.65,77.25,2024,11,80,57,Cardiology,Dr Wright,Yes,No,3,387,2
Metro Hospital,28.65,77.25,2023,19,174,113,Emergency,Dr Allen,Yes,No,0,66,0
City Hospital,28.61,77.2,2024,17,34,24,X-ray,Dr Das,Yes,No,4,459,5
Metro Hospital,28.65,77.25,2022,6,6,8,Cardiology,Dr Gupta,Yes,No,3,353,9
Green Valley Hospital,28.7,77.3,2023,21,73,40,Orthopedic,Dr Verma,Yes,No,2,229,3
Metro Hospital,28.65,77.25,2024,8,28,19,Orthopedic,Dr Verma,Yes,No,2,240,8
City Hospital,28.61,77.2,2022,11,125,64,Emergency,Dr Smith,Yes,No,0,67,0
City Hospital,28.61,77.2,2023,16,40,19,X-ray,Dr Das,Yes,No,4,421,3
Green Valley Hospital,28.7,77.3,2023,7,30,15,Orthopedic,Dr Verma,Yes,No,2,260,4
City Hospital,28.61,77.2,2022,18,181,82,Emergency,Dr Khan,Yes,No,0,16,0
City Hospital,28.61,77.2,2023,12,69,32,Orthopedic,Dr Reddy,Yes,No,2,291,3
Green Valley Hospital,28.7,77.3,2022,0,79,48,Emergency,Dr Allen,Yes,No,0,70,3
Green Valley Hospital,28.7,77.3,2023,6,4,6,Cardiology,Dr Wright,Yes,No,3,326,5
City Hospital,28.61,77.2,2024,23,53,25,Cardiology,Dr Wright,Yes,No,3,381,4
Green Valley Hospital,28.7,77.3,2023,3,34,20,Emergency,Dr Doe,Yes,No,0,84,3
Green Valley Hospital,28.7,77.3,2024,19,101,66,Dental,Dr Wong,Yes,No,1,186,0
City Hospital,28.61,77.2,2024,20,130,72,Emergency,Dr Doe,Yes,No,0,75,0
City Hospital,28.61,77.2,2022,8,40,29,Dental,Dr Singh,Yes,No,1,144,6
Green Valley Hospital,28.7,77.3,2022,9,38,19,X-ray,Dr Das,Yes,No,4,475,5
City Hospital,28.61,77.2,2022,21,61,34,X-ray,Dr Das,Yes,No,4,454,4
Green Valley Hospital,28.7,77.3,2023,20,55,33,X-ray,Dr Das,Yes,No,4,439,5
Green Valley Hospital,28.7,77.3,2023,17,44,27,Cardiology,Dr Gupta,Yes,No,3,384,4
City Hospital,28.61,77.2,2023,11,59,27,X-ray,Dr Das,Yes,No,4,450,5
City Hospital,28.61,77.2,2023,18,86,85,Cardiology,Dr Kim,No,Yes,3,328,1
City Hospital,28.61,77.2,2022,5,15,11,X-ray,Dr Ray,Yes,No,4,432,7
Green Valley Hospital,28.7,77.3,2024,5,4,3,Cardiology,Dr Gupta,Yes,No,3,370,7
Green Valley Hospital,28.7,77.3,2024,8,42,32,Cardiology,Dr Gupta,Yes,No,3,343,6
City Hospital,28.61,77.2,2022,14,48,28,X-ray,Dr Das,Yes,No,4,444,6
Metro Hospital,28.65,77.25,2024,1,41,28,Emergency,Dr Allen,Yes,No,0,18,6
Metro Hospital,28.65,77.25,2024,1,11,10,Cardiology,Dr Gupta,Yes,No,3,393,10
City Hospital,28.61,77.2,2023,18,58,27,X-ray,Dr Das,Yes,No,4,414,4
Metro Hospital,28.65,77.25,2023,11,70,44,Cardiology,Dr Gupta,Yes,No,3,332,2
Green Valley Hospital,28.7,77.3,2024,1,37,26,Emergency,Dr Smith,Yes,No,0,32,4
Green Valley Hospital,28.7,77.3,2023,19,98,58,Orthopedic,Dr Verma,Yes,No,2,261,2
City Hospital,28.61,77.2,2023,13,69,36,Orthopedic,Dr Sharma,Yes,No,2,267,4
City Hospital,28.61,77.2,2023,0,38,25,X-ray,Dr Das,Yes,No,4,499,6
City Hospital,28.61,77.2,2022,3,0,0,Dental,Dr Singh,No,Yes,1,149,10
Metro Hospital,28.65,77.25,2022,11,94,67,Orthopedic,Dr Verma,Yes,No,2,293,1
Green Valley Hospital,28.7,77.3,2024,22,29,17,Orthopedic,Dr Verma,Yes,No,2,244,5
Metro Hospital,28.65,77.25,2023,11,93,96,Orthopedic,Dr Sharma,No,Yes,2,252,0
Metro Hospital,28.65,77.25,2022,1,41,23,Emergency,Dr Doe,Yes,No,0,73,4
Metro Hospital,28.65,77.25,2022,3,2,4,Dental,Dr Wong,Yes,No,1,140,6
Green Valley Hospital,28.7,77.3,2023,20,145,95,Emergency,Dr Khan,Yes,No,0,87,0
Green Valley Hospital,28.7,77.3,2023,5,5,6,Orthopedic,Dr Verma,Yes,No,2,216,10
Metro Hospital,28.65,77.25,2023,12,93,62,Cardiology,Dr Kim,Yes,No,3,327,2
Green Valley Hospital,28.7,77.3,2023,15,34,23,X-ray,Dr Ray,Yes,No,4,472,4
City Hospital,28.61,77.2,2022,18,97,42,Orthopedic,Dr Patel,Yes,No,2,213,2
Metro Hospital,28.65,77.25,2022,10,76,39,Cardiology,Dr Gupta,Yes,No,3,381,4
Green Valley Hospital,28.7,77.3,2024,12,61,43,Dental,Dr Wong,Yes,No,1,187,3
Green Valley Hospital,28.7,77.3,2024,1,11,10,Cardiology,Dr Wright,Yes,No,3,372,10
Green Valley Hospital,28.7,77.3,2023,2,6,44,Orthopedic,Dr Reddy,No,Yes,2,292,9
Metro Hospital,28.65,77.25,2024,10,127,81,Emergency,Dr Smith,Yes,No,0,76,0
Green Valley Hospital,28.7,77.3,2024,10,57,29,X-ray,Dr Ray,Yes,No,4,465,3
City Hospital,28.61,77.2,2023,21,64,40,X-ray,Dr Ray,Yes,No,4,447,4
Metro Hospital,28.65,77.25,2022,1,5,6,Cardiology,Dr Gupta,Yes,No,3,372,9
Metro Hospital,28.65,77.25,2023,8,34,16,Dental,Dr Singh,Yes,No,1,127,3
Green Valley Hospital,28.7,77.3,2023,10,92,45,Orthopedic,Dr Sharma,Yes,No,2,210,2
Metro Hospital,28.65,77.25,2023,6,6,8,Orthopedic,Dr Patel,Yes,No,2,273,9
Green Valley Hospital,28.7,77.3,2024,10,93,60,Dental,Dr Singh,Yes,No,1,192,1
Green Valley Hospital,28.7,77.3,2022,13,62,31,Orthopedic,Dr Verma,Yes,No,2,241,4
Metro Hospital,28.65,77.25,2023,11,65,30,Dental,Dr Singh,Yes,No,1,117,3
Green Valley Hospital,28.7,77.3,2024,20,147,92,Emergency,Dr Doe,Yes,No,0,59,0
Metro Hospital,28.65,77.25,2024,21,174,74,Emergency,Dr Smith,Yes,No,0,89,0
City Hospital,28.61,77.2,2024,21,75,50,Orthopedic,Dr Verma,Yes,No,2,264,2
Metro Hospital,28.65,77.25,2024,1,0,0,Dental,Dr Singh,Yes,No,1,157,10
Metro Hospital,28.65,77.25,2023,10,90,63,Orthopedic,Dr Reddy,Yes,No,2,267,0
City Hospital,28.61,77.2,2023,11,91,80,Dental,Dr Ali,No,Yes,1,145,1
Metro Hospital,28.65,77.25,2022,3,6,31,Orthopedic,Dr Reddy,No,Yes,2,215,9
City Hospital,28.61,77.2,2022,20,60,33,X-ray,Dr Das,Yes,No,4,425,3
Green Valley Hospital,28.7,77.3,2023,6,4,2,Cardiology,Dr Gupta,Yes,No,3,312,7
Green Valley Hospital,28.7,77.3,2023,15,24,18,X-ray,Dr Ray,Yes,No,4,450,8
Green Valley Hospital,28.7,77.3,2022,23,38,28,X-ray,Dr Ray,Yes,No,4,459,6
City Hospital,28.61,77.2,2024,6,12,31,X-ray,Dr Das,No,Yes,4,450,7
Metro Hospital,28.65,77.25,2022,5,10,27,Cardiology,Dr Lee,No,Yes,3,392,8
Metro Hospital,28.65,77.25,2022,7,94,58,Emergency,Dr Khan,Yes,No,0,21,2
City Hospital,28.61,77.2,2024,23,54,33,Orthopedic,Dr Reddy,Yes,No,2,242,5
Metro Hospital,28.65,77.25,2022,12,129,89,Emergency,Dr Smith,Yes,No,0,47,0
Metro Hospital,28.65,77.25,2022,0,1,2,Dental,Dr Ali,Yes,No,1,146,5
Green Valley Hospital,28.7,77.3,2023,7,1,4,Dental,Dr Singh,Yes,No,1,181,6
City Hospital,28.61,77.2,2023,16,54,35,Cardiology,Dr Wright,Yes,No,3,396,4
